1	-39	1	37	1	2
1	-39	2	37	1	4
1	-38	1	37	1	1
1	-38	2	37	1	3
1	-37	1	37	1	5
1	-37	2	37	1	7
1	-36	1	37	2	2
1	-36	2	37	2	4
1	-35	1	37	2	6
1	-35	2	37	2	8
1	-34	1	37	2	1
1	-34	2	37	2	3
1	-33	1	37	2	5
1	-33	2	37	2	7
1	-32	1	37	3	2
1	-32	2	37	3	4
1	-31	1	37	3	6
1	-31	2	37	3	8
1	-30	1	37	3	1
1	-30	2	37	3	3
1	-29	1	37	3	5
1	-29	2	37	3	7
3	-41	1	39	1	6
3	-41	2	39	1	8
3	-40	1	38	1	8
3	-40	2	38	1	6
3	-39	1	38	1	4
3	-39	2	38	1	2
3	-38	1	38	1	7
3	-38	2	38	1	5
3	-37	1	38	1	3
3	-37	2	38	1	1
3	-36	1	38	2	8
3	-36	2	38	2	6
3	-35	1	38	2	4
3	-35	2	38	2	2
3	-34	1	38	2	7
3	-34	2	38	2	5
3	-33	1	38	2	3
3	-33	2	38	2	1
3	-32	1	38	3	8
3	-32	2	38	3	6
3	-31	1	38	3	4
3	-31	2	38	3	2
3	-30	1	38	3	7
3	-30	2	38	3	5
3	-29	1	38	3	3
3	-29	2	38	3	1
5	-39	1	39	1	2
5	-39	2	39	1	4
5	-38	1	39	1	1
5	-38	2	39	1	3
5	-37	1	39	1	5
5	-37	2	39	1	7
5	-36	1	39	2	2
5	-36	2	39	2	4
5	-35	1	39	2	6
5	-35	2	39	2	8
5	-34	1	39	2	1
5	-34	2	39	2	3
5	-33	1	39	2	5
5	-33	2	39	2	7
5	-32	1	39	3	2
5	-32	2	39	3	4
5	-31	1	39	3	6
5	-31	2	39	3	8
5	-30	1	39	3	1
5	-30	2	39	3	3
5	-29	1	39	3	5
5	-29	2	39	3	7
7	-41	1	41	1	6
7	-41	2	41	1	8
7	-40	1	40	1	8
7	-40	2	40	1	6
7	-39	1	40	1	4
7	-39	2	40	1	2
7	-38	1	40	1	7
7	-38	2	40	1	5
7	-37	1	40	1	3
7	-37	2	40	1	1
7	-36	1	40	2	8
7	-36	2	40	2	6
7	-35	1	40	2	4
7	-35	2	40	2	2
7	-34	1	40	2	7
7	-34	2	40	2	5
7	-33	1	40	2	3
7	-33	2	40	2	1
7	-32	1	40	3	8
7	-32	2	40	3	6
